ticker,cik,form,filingDate,accessionNumber,primaryDocument,doc_url
CAPR,0001133869,SCHEDULE 13G,2026-01-26,0001214659-26-000831,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1133869/000121465926000831/xslSCHEDULE_13G_X01/primary_doc.xml
CASI,0001962738,SCHEDULE 13D/A,2026-01-29,0001104659-26-008171,xslSCHEDULE_13D_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1962738/000110465926008171/xslSCHEDULE_13D_X01/primary_doc.xml
CASI,0001962738,D,2026-01-28,0001962738-26-000002,xslFormDX01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1962738/000196273826000002/xslFormDX01/primary_doc.xml
CASI,0001962738,D,2026-01-28,0001962738-26-000001,xslFormDX01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1962738/000196273826000001/xslFormDX01/primary_doc.xml
CASI,0001962738,6-K,2026-01-22,0001104659-26-005647,tm262912d2_6k.htm,https://www.sec.gov/Archives/edgar/data/1962738/000110465926005647/tm262912d2_6k.htm
CASI,0001962738,SCHEDULE 13D/A,2026-01-20,0000929638-26-000185,xslSCHEDULE_13D_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1962738/000092963826000185/xslSCHEDULE_13D_X01/primary_doc.xml
CASI,0001962738,SCHEDULE 13D/A,2026-01-20,0000929638-26-000184,xslSCHEDULE_13D_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1962738/000092963826000184/xslSCHEDULE_13D_X01/primary_doc.xml
CCCC,0001662579,4,2026-01-16,0001470831-26-000045,xslF345X05/wk-form4_1768598875.xml,https://www.sec.gov/Archives/edgar/data/1662579/000147083126000045/xslF345X05/wk-form4_1768598875.xml
CGEM,0001789972,4,2026-01-23,0001193125-26-021225,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1789972/000119312526021225/xslF345X05/ownership.xml
CGEM,0001789972,144,2026-01-22,0001950047-26-000636,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1789972/000195004726000636/xsl144X01/primary_doc.xml
CGTX,0001455365,8-K,2026-01-27,0001104659-26-006813,tm264096d1_8k.htm,https://www.sec.gov/Archives/edgar/data/1455365/000110465926006813/tm264096d1_8k.htm
CHRS,0001512762,4,2026-01-26,0001610717-26-000027,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1512762/000161071726000027/xslF345X05/form4.xml
CHRS,0001512762,4,2026-01-26,0001610717-26-000026,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1512762/000161071726000026/xslF345X05/form4.xml
CHRS,0001512762,8-K,2026-01-23,0001104659-26-006307,tm263459d2_8k.htm,https://www.sec.gov/Archives/edgar/data/1512762/000110465926006307/tm263459d2_8k.htm
CHRS,0001512762,424B5,2026-01-23,0001104659-26-006306,tm263459-1_424b5.htm,https://www.sec.gov/Archives/edgar/data/1512762/000110465926006306/tm263459-1_424b5.htm
CHRS,0001512762,4,2026-01-22,0001610717-26-000017,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1512762/000161071726000017/xslF345X05/form4.xml
CHRS,0001512762,4,2026-01-22,0001610717-26-000016,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1512762/000161071726000016/xslF345X05/form4.xml
CLDI,0001855485,8-K,2026-01-29,0001493152-26-004089,form8-k.htm,https://www.sec.gov/Archives/edgar/data/1855485/000149315226004089/form8-k.htm
CLGN,0001631487,EFFECT,2026-01-16,9999999995-26-000206,xslEFFECTX01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1631487/999999999526000206/xslEFFECTX01/primary_doc.xml
CMPX,0001738021,SCHEDULE 13G,2026-01-21,0002012383-26-000660,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1738021/000201238326000660/xslSCHEDULE_13G_X01/primary_doc.xml
COEP,0001759186,424B3,2026-01-29,0001683168-26-000618,coeptis_424b3.htm,https://www.sec.gov/Archives/edgar/data/1759186/000168316826000618/coeptis_424b3.htm
COEP,0001759186,DEFA14A,2026-01-29,0001683168-26-000617,coeptis_defa14a.htm,https://www.sec.gov/Archives/edgar/data/1759186/000168316826000617/coeptis_defa14a.htm
COEP,0001759186,8-K,2026-01-16,0001683168-26-000370,coeptis_8k.htm,https://www.sec.gov/Archives/edgar/data/1759186/000168316826000370/coeptis_8k.htm
COGT,0001622229,4,2026-01-22,0001104659-26-005924,xslF345X05/tm263873-2_4seq1.xml,https://www.sec.gov/Archives/edgar/data/1622229/000110465926005924/xslF345X05/tm263873-2_4seq1.xml
COGT,0001622229,144,2026-01-22,0001104659-26-005919,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1622229/000110465926005919/xsl144X01/primary_doc.xml
COGT,0001622229,SCHEDULE 13D/A,2026-01-22,0001104659-26-005917,xslSCHEDULE_13D_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1622229/000110465926005917/xslSCHEDULE_13D_X01/primary_doc.xml
COGT,0001622229,SCHEDULE 13G/A,2026-01-21,0002012383-26-000802,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1622229/000201238326000802/xslSCHEDULE_13G_X01/primary_doc.xml
COGT,0001622229,SCHEDULE 13G/A,2026-01-21,0002012383-26-000657,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1622229/000201238326000657/xslSCHEDULE_13G_X01/primary_doc.xml
CORT,0001088856,4,2026-01-29,0001201715-26-000005,xslF345X05/form4-01292026_040101.xml,https://www.sec.gov/Archives/edgar/data/1088856/000120171526000005/xslF345X05/form4-01292026_040101.xml
CORT,0001088856,8-K,2026-01-22,0001193125-26-018704,d96058d8k.htm,https://www.sec.gov/Archives/edgar/data/1088856/000119312526018704/d96058d8k.htm
COYA,0001835022,SCHEDULE 13G/A,2026-01-28,0001493152-26-003978,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1835022/000149315226003978/xslSCHEDULE_13G_X01/primary_doc.xml
COYA,0001835022,4,2026-01-26,0001193125-26-021729,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1835022/000119312526021729/xslF345X05/ownership.xml
COYA,0001835022,4,2026-01-26,0001193125-26-021728,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1835022/000119312526021728/xslF345X05/ownership.xml
COYA,0001835022,4,2026-01-26,0001193125-26-021725,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1835022/000119312526021725/xslF345X05/ownership.xml
COYA,0001835022,4,2026-01-26,0001193125-26-021724,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1835022/000119312526021724/xslF345X05/ownership.xml
COYA,0001835022,8-K,2026-01-20,0001193125-26-016017,d48170d8k.htm,https://www.sec.gov/Archives/edgar/data/1835022/000119312526016017/d48170d8k.htm
CRBP,0001595097,4,2026-01-16,0001193125-26-015429,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1595097/000119312526015429/xslF345X05/ownership.xml
CRBP,0001595097,4,2026-01-16,0001193125-26-015427,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1595097/000119312526015427/xslF345X05/ownership.xml
CRBP,0001595097,4,2026-01-16,0001193125-26-015426,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1595097/000119312526015426/xslF345X05/ownership.xml
CRBP,0001595097,4,2026-01-16,0001193125-26-015430,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1595097/000119312526015430/xslF345X05/ownership.xml
CRBP,0001595097,SCHEDULE 13G,2026-01-16,0001716774-26-000003,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1595097/000171677426000003/xslSCHEDULE_13G_X01/primary_doc.xml
CRDF,0001213037,8-K,2026-01-27,0001193125-26-024375,crdf-20260127.htm,https://www.sec.gov/Archives/edgar/data/1213037/000119312526024375/crdf-20260127.htm
CRDL,0001702123,6-K,2026-01-26,0001062993-26-000421,form6k.htm,https://www.sec.gov/Archives/edgar/data/1702123/000106299326000421/form6k.htm
CRDL,0001702123,6-K,2026-01-23,0001062993-26-000399,form6k.htm,https://www.sec.gov/Archives/edgar/data/1702123/000106299326000399/form6k.htm
CRDL,0001702123,6-K,2026-01-16,0001062993-26-000308,form6k.htm,https://www.sec.gov/Archives/edgar/data/1702123/000106299326000308/form6k.htm
CRNX,0001658247,8-K,2026-01-26,0001658247-26-000003,crnx-20260120.htm,https://www.sec.gov/Archives/edgar/data/1658247/000165824726000003/crnx-20260120.htm
CRSP,0001674416,4,2026-01-27,0001193125-26-024955,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1674416/000119312526024955/xslF345X05/ownership.xml
CRSP,0001674416,4,2026-01-26,0001193125-26-022845,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1674416/000119312526022845/xslF345X05/ownership.xml
CRSP,0001674416,4,2026-01-22,0001193125-26-019733,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1674416/000119312526019733/xslF345X05/ownership.xml
CRSP,0001674416,144,2026-01-22,0001958244-26-000050,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1674416/000195824426000050/xsl144X01/primary_doc.xml
CRSP,0001674416,144,2026-01-22,0001950047-26-000625,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1674416/000195004726000625/xsl144X01/primary_doc.xml
CRSP,0001674416,144,2026-01-20,0001958244-26-000046,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1674416/000195824426000046/xsl144X01/primary_doc.xml
CRVS,0001626971,SCHEDULE 13D/A,2026-01-27,0000947871-26-000068,xslSCHEDULE_13D_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1626971/000094787126000068/xslSCHEDULE_13D_X01/primary_doc.xml
CRVS,0001626971,8-K,2026-01-23,0001104659-26-005968,tm263501d7_8k.htm,https://www.sec.gov/Archives/edgar/data/1626971/000110465926005968/tm263501d7_8k.htm
CRVS,0001626971,424B5,2026-01-23,0001104659-26-005967,tm263501-5_424b5.htm,https://www.sec.gov/Archives/edgar/data/1626971/000110465926005967/tm263501-5_424b5.htm
CRVS,0001626971,S-3MEF,2026-01-21,0001104659-26-005527,tm263501d6_s3mef.htm,https://www.sec.gov/Archives/edgar/data/1626971/000110465926005527/tm263501d6_s3mef.htm
CRVS,0001626971,424B5,2026-01-20,0001104659-26-005113,tm263501-2_424b5.htm,https://www.sec.gov/Archives/edgar/data/1626971/000110465926005113/tm263501-2_424b5.htm
CRVS,0001626971,8-K,2026-01-20,0001104659-26-005035,tm263501d3_8k.htm,https://www.sec.gov/Archives/edgar/data/1626971/000110465926005035/tm263501d3_8k.htm
CRVS,0001626971,8-K,2026-01-20,0001104659-26-004795,tm263501d4_8k.htm,https://www.sec.gov/Archives/edgar/data/1626971/000110465926004795/tm263501d4_8k.htm
CSBR,0000771856,3,2026-01-16,0001628280-26-002423,xslF345X02/wk-form3_1768600146.xml,https://www.sec.gov/Archives/edgar/data/771856/000162828026002423/xslF345X02/wk-form3_1768600146.xml
CSTL,0001447362,4,2026-01-22,0001628280-26-003089,xslF345X05/wk-form4_1769116519.xml,https://www.sec.gov/Archives/edgar/data/1447362/000162828026003089/xslF345X05/wk-form4_1769116519.xml
CSTL,0001447362,SCHEDULE 13G/A,2026-01-21,0000354204-26-000274,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1447362/000035420426000274/xslSCHEDULE_13G_X01/primary_doc.xml
CTNM,0001855175,SCHEDULE 13G/A,2026-01-29,0000038777-26-000010,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1855175/000003877726000010/xslSCHEDULE_13G_X01/primary_doc.xml
CTNM,0001855175,8-K,2026-01-26,0001437749-26-002072,ctnm20260121_8k.htm,https://www.sec.gov/Archives/edgar/data/1855175/000143774926002072/ctnm20260121_8k.htm
CTOR,0001851484,DEF 14C,2026-01-29,0001213900-26-009524,ea0274187-def14c_citius.htm,https://www.sec.gov/Archives/edgar/data/1851484/000121390026009524/ea0274187-def14c_citius.htm
CTOR,0001851484,PRE 14C,2026-01-20,0001213900-26-005689,ea0273118-pre14c_citius.htm,https://www.sec.gov/Archives/edgar/data/1851484/000121390026005689/ea0273118-pre14c_citius.htm
CTXR,0001506251,10-K/A,2026-01-28,0001213900-26-008861,ea0273793-10ka1_citius.htm,https://www.sec.gov/Archives/edgar/data/1506251/000121390026008861/ea0273793-10ka1_citius.htm
DARE,0001401914,8-K,2026-01-29,0001493152-26-004245,form8-k.htm,https://www.sec.gov/Archives/edgar/data/1401914/000149315226004245/form8-k.htm
DFTX,0001813814,4,2026-01-29,0001193125-26-029915,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1813814/000119312526029915/xslF345X05/ownership.xml
DFTX,0001813814,3,2026-01-29,0001193125-26-029913,xslF345X02/ownership.xml,https://www.sec.gov/Archives/edgar/data/1813814/000119312526029913/xslF345X02/ownership.xml
DFTX,0001813814,8-K,2026-01-29,0001193125-26-028186,dftx-20260128.htm,https://www.sec.gov/Archives/edgar/data/1813814/000119312526028186/dftx-20260128.htm
DNA,0001830214,4,2026-01-22,0001628280-26-003084,xslF345X05/wk-form4_1769116333.xml,https://www.sec.gov/Archives/edgar/data/1830214/000162828026003084/xslF345X05/wk-form4_1769116333.xml
DNA,0001830214,144,2026-01-20,0001959173-26-000375,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1830214/000195917326000375/xsl144X01/primary_doc.xml
DNTH,0001690585,S-3,2026-01-28,0001193125-26-027273,d53438ds3.htm,https://www.sec.gov/Archives/edgar/data/1690585/000119312526027273/d53438ds3.htm
DRMA,0001853816,424B3,2026-01-29,0001493152-26-004247,form424b3.htm,https://www.sec.gov/Archives/edgar/data/1853816/000149315226004247/form424b3.htm
DRMA,0001853816,8-K,2026-01-27,0001493152-26-003715,form8-k.htm,https://www.sec.gov/Archives/edgar/data/1853816/000149315226003715/form8-k.htm
DRMA,0001853816,424B5,2026-01-27,0001493152-26-003706,form424b5.htm,https://www.sec.gov/Archives/edgar/data/1853816/000149315226003706/form424b5.htm
DRMA,0001853816,S-3,2026-01-22,0001493152-26-003259,forms-3.htm,https://www.sec.gov/Archives/edgar/data/1853816/000149315226003259/forms-3.htm
DTIL,0001357874,SCHEDULE 13G,2026-01-27,0001716774-26-000005,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1357874/000171677426000005/xslSCHEDULE_13G_X01/primary_doc.xml
DTIL,0001357874,4,2026-01-22,0001628280-26-003149,xslF345X05/wk-form4_1769125738.xml,https://www.sec.gov/Archives/edgar/data/1357874/000162828026003149/xslF345X05/wk-form4_1769125738.xml
DTIL,0001357874,4,2026-01-22,0001628280-26-003148,xslF345X05/wk-form4_1769125727.xml,https://www.sec.gov/Archives/edgar/data/1357874/000162828026003148/xslF345X05/wk-form4_1769125727.xml
DTIL,0001357874,4,2026-01-22,0001628280-26-003147,xslF345X05/wk-form4_1769125714.xml,https://www.sec.gov/Archives/edgar/data/1357874/000162828026003147/xslF345X05/wk-form4_1769125714.xml
DTIL,0001357874,4,2026-01-22,0001628280-26-003146,xslF345X05/wk-form4_1769125699.xml,https://www.sec.gov/Archives/edgar/data/1357874/000162828026003146/xslF345X05/wk-form4_1769125699.xml
DTIL,0001357874,144,2026-01-22,0001959173-26-000404,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1357874/000195917326000404/xsl144X01/primary_doc.xml
DTIL,0001357874,SCHEDULE 13G,2026-01-22,0000902664-26-000375,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1357874/000090266426000375/xslSCHEDULE_13G_X01/primary_doc.xml
DTIL,0001357874,144,2026-01-21,0001959173-26-000389,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1357874/000195917326000389/xsl144X01/primary_doc.xml
DTIL,0001357874,144,2026-01-21,0001959173-26-000388,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1357874/000195917326000388/xsl144X01/primary_doc.xml
DTIL,0001357874,144,2026-01-21,0001959173-26-000387,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1357874/000195917326000387/xsl144X01/primary_doc.xml
DWTX,0001818844,PRE 14A,2026-01-23,0001104659-26-006251,dwtx-20260311xpre14a.htm,https://www.sec.gov/Archives/edgar/data/1818844/000110465926006251/dwtx-20260311xpre14a.htm
DWTX,0001818844,8-K,2026-01-20,0001104659-26-004838,dwtx-20260120x8k.htm,https://www.sec.gov/Archives/edgar/data/1818844/000110465926004838/dwtx-20260120x8k.htm
EKSO,0001549084,SCHEDULE 13G/A,2026-01-29,0001213900-26-009172,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1549084/000121390026009172/xslSCHEDULE_13G_X01/primary_doc.xml
EKSO,0001549084,8-K,2026-01-22,0001437749-26-001774,ekso20260122_8k.htm,https://www.sec.gov/Archives/edgar/data/1549084/000143774926001774/ekso20260122_8k.htm
ELDN,0001404281,SCHEDULE 13G/A,2026-01-21,0002012383-26-000664,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1404281/000201238326000664/xslSCHEDULE_13G_X01/primary_doc.xml
ELDN,0001404281,4,2026-01-16,0001193125-26-015489,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1404281/000119312526015489/xslF345X05/ownership.xml
ELDN,0001404281,4,2026-01-16,0001193125-26-015488,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1404281/000119312526015488/xslF345X05/ownership.xml
ELDN,0001404281,4,2026-01-16,0001193125-26-015487,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1404281/000119312526015487/xslF345X05/ownership.xml
ELDN,0001404281,4,2026-01-16,0001193125-26-015486,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1404281/000119312526015486/xslF345X05/ownership.xml
ELDN,0001404281,4,2026-01-16,0001193125-26-015485,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1404281/000119312526015485/xslF345X05/ownership.xml
ELDN,0001404281,4,2026-01-16,0001193125-26-015484,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1404281/000119312526015484/xslF345X05/ownership.xml
ELVN,0001672619,4,2026-01-22,0001967150-26-000002,xslF345X05/form4-01222026_100144.xml,https://www.sec.gov/Archives/edgar/data/1672619/000196715026000002/xslF345X05/form4-01222026_100144.xml
ELVN,0001672619,4,2026-01-22,0001584759-26-000007,xslF345X05/form4-01222026_100111.xml,https://www.sec.gov/Archives/edgar/data/1672619/000158475926000007/xslF345X05/form4-01222026_100111.xml
ELVN,0001672619,144,2026-01-20,0001974158-26-000014,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1672619/000197415826000014/xsl144X01/primary_doc.xml
ENLV,0001596812,6-K,2026-01-26,0001213900-26-007471,ea0273964-6k_enlivex.htm,https://www.sec.gov/Archives/edgar/data/1596812/000121390026007471/ea0273964-6k_enlivex.htm
ENLV,0001596812,6-K,2026-01-23,0001213900-26-006926,ea0273631-6k_enlivex.htm,https://www.sec.gov/Archives/edgar/data/1596812/000121390026006926/ea0273631-6k_enlivex.htm
ENTA,0001177648,ARS,2026-01-26,0001193125-26-022589,d43141dars.pdf,https://www.sec.gov/Archives/edgar/data/1177648/000119312526022589/d43141dars.pdf
ENTA,0001177648,DEFA14A,2026-01-26,0001193125-26-022585,d26790ddefa14a.htm,https://www.sec.gov/Archives/edgar/data/1177648/000119312526022585/d26790ddefa14a.htm
ENTA,0001177648,DEF 14A,2026-01-26,0001193125-26-022558,enta-20260126.htm,https://www.sec.gov/Archives/edgar/data/1177648/000119312526022558/enta-20260126.htm
ENTA,0001177648,SCHEDULE 13G/A,2026-01-20,0001104659-26-005096,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1177648/000110465926005096/xslSCHEDULE_13G_X01/primary_doc.xml
ENVB,0000890821,8-K,2026-01-28,0001493152-26-004055,form8-k.htm,https://www.sec.gov/Archives/edgar/data/890821/000149315226004055/form8-k.htm
ENVB,0000890821,424B5,2026-01-28,0001493152-26-003962,form424b5.htm,https://www.sec.gov/Archives/edgar/data/890821/000149315226003962/form424b5.htm
ESLA,0001844417,EFFECT,2026-01-23,9999999995-26-000279,xslEFFECTX01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1844417/999999999526000279/xslEFFECTX01/primary_doc.xml
ESLA,0001844417,S-1/A,2026-01-22,0001213900-26-006410,ea0269161-03.htm,https://www.sec.gov/Archives/edgar/data/1844417/000121390026006410/ea0269161-03.htm
ESLA,0001844417,S-1/A,2026-01-16,0001213900-26-005233,ea0269161-02.htm,https://www.sec.gov/Archives/edgar/data/1844417/000121390026005233/ea0269161-02.htm
ESPR,0001434868,4,2026-01-21,0001628280-26-002925,xslF345X05/wk-form4_1769033844.xml,https://www.sec.gov/Archives/edgar/data/1434868/000162828026002925/xslF345X05/wk-form4_1769033844.xml
ESPR,0001434868,144,2026-01-20,0001959173-26-000363,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1434868/000195917326000363/xsl144X01/primary_doc.xml
EWTX,0001710072,4,2026-01-23,0001786966-26-000001,xslF345X05/primarydocument.xml,https://www.sec.gov/Archives/edgar/data/1710072/000178696626000001/xslF345X05/primarydocument.xml
EWTX,0001710072,144,2026-01-21,0001968582-26-000043,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1710072/000196858226000043/xsl144X01/primary_doc.xml
EWTX,0001710072,144,2026-01-20,0001950047-26-000548,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1710072/000195004726000548/xsl144X01/primary_doc.xml
FATE,0001434316,4,2026-01-16,0001193125-26-015328,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1434316/000119312526015328/xslF345X05/ownership.xml
FATE,0001434316,4,2026-01-16,0001193125-26-015323,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1434316/000119312526015323/xslF345X05/ownership.xml
FATE,0001434316,4,2026-01-16,0001193125-26-015294,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1434316/000119312526015294/xslF345X05/ownership.xml
FBRX,0001419041,SCHEDULE 13G/A,2026-01-29,0001315863-26-000097,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1419041/000131586326000097/xslSCHEDULE_13G_X01/primary_doc.xml
FBRX,0001419041,SCHEDULE 13G,2026-01-20,0000902664-26-000316,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1419041/000090266426000316/xslSCHEDULE_13G_X01/primary_doc.xml
FDMT,0001650648,8-K,2026-01-26,0001193125-26-022559,fdmt-20260122.htm,https://www.sec.gov/Archives/edgar/data/1650648/000119312526022559/fdmt-20260122.htm
FENC,0001211583,4,2026-01-23,0001468308-26-000008,xslF345X05/form4-01232026_090158.xml,https://www.sec.gov/Archives/edgar/data/1211583/000146830826000008/xslF345X05/form4-01232026_090158.xml
FOLD,0001178879,DEFA14A,2026-01-26,0001140361-26-002300,ef20063881_defa14a.htm,https://www.sec.gov/Archives/edgar/data/1178879/000114036126002300/ef20063881_defa14a.htm
FOLD,0001178879,8-K,2026-01-26,0001140361-26-002299,ef20063881_8k.htm,https://www.sec.gov/Archives/edgar/data/1178879/000114036126002299/ef20063881_8k.htm
FOLD,0001178879,4,2026-01-22,0001193125-26-019838,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1178879/000119312526019838/xslF345X05/ownership.xml
FOLD,0001178879,PREM14A,2026-01-21,0001140361-26-001852,ny20062454x1_prem14a.htm,https://www.sec.gov/Archives/edgar/data/1178879/000114036126001852/ny20062454x1_prem14a.htm
FOLD,0001178879,144,2026-01-20,0001950047-26-000555,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1178879/000195004726000555/xsl144X01/primary_doc.xml
GALT,0001133416,4/A,2026-01-22,0001133416-26-000046,xslF345X05/form4a.xml,https://www.sec.gov/Archives/edgar/data/1133416/000113341626000046/xslF345X05/form4a.xml
GALT,0001133416,4,2026-01-21,0001133416-26-000043,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1133416/000113341626000043/xslF345X05/form4.xml
GALT,0001133416,8-K,2026-01-21,0001140361-26-001866,ef20063365_8k.htm,https://www.sec.gov/Archives/edgar/data/1133416/000114036126001866/ef20063365_8k.htm
GALT,0001133416,4,2026-01-21,0001133416-26-000040,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1133416/000113341626000040/xslF345X05/form4.xml
GALT,0001133416,4,2026-01-21,0001133416-26-000038,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1133416/000113341626000038/xslF345X05/form4.xml
GALT,0001133416,4,2026-01-21,0001133416-26-000036,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1133416/000113341626000036/xslF345X05/form4.xml
GALT,0001133416,4,2026-01-21,0001133416-26-000034,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1133416/000113341626000034/xslF345X05/form4.xml
GALT,0001133416,4,2026-01-21,0001133416-26-000032,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1133416/000113341626000032/xslF345X05/form4.xml
GALT,0001133416,4,2026-01-21,0001133416-26-000030,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1133416/000113341626000030/xslF345X05/form4.xml
GALT,0001133416,4,2026-01-21,0001133416-26-000028,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1133416/000113341626000028/xslF345X05/form4.xml
GALT,0001133416,4,2026-01-21,0001133416-26-000026,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1133416/000113341626000026/xslF345X05/form4.xml
GALT,0001133416,4,2026-01-21,0001133416-26-000024,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1133416/000113341626000024/xslF345X05/form4.xml
GALT,0001133416,4,2026-01-21,0001133416-26-000022,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1133416/000113341626000022/xslF345X05/form4.xml
GALT,0001133416,4,2026-01-21,0001133416-26-000020,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1133416/000113341626000020/xslF345X05/form4.xml
GBIO,0001733294,4,2026-01-16,0002051408-26-000002,xslF345X05/form4-01162026_040103.xml,https://www.sec.gov/Archives/edgar/data/1733294/000205140826000002/xslF345X05/form4-01162026_040103.xml
GBIO,0001733294,4,2026-01-16,0001828153-26-000002,xslF345X05/form4-01162026_040105.xml,https://www.sec.gov/Archives/edgar/data/1733294/000182815326000002/xslF345X05/form4-01162026_040105.xml
GBIO,0001733294,4,2026-01-16,0001732701-26-000002,xslF345X05/form4-01162026_040101.xml,https://www.sec.gov/Archives/edgar/data/1733294/000173270126000002/xslF345X05/form4-01162026_040101.xml
GDTC,0001873093,6-K,2026-01-28,0001493152-26-003920,form6-k.htm,https://www.sec.gov/Archives/edgar/data/1873093/000149315226003920/form6-k.htm
GLUE,0001826457,SCHEDULE 13G/A,2026-01-21,0001012975-26-000062,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1826457/000101297526000062/xslSCHEDULE_13G_X01/primary_doc.xml
